tier,ranks,hand,score,notes
A,A 2 3 6 9,A♣ 2♥ 3♥ 6♠ 9♣,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♥ 6♥ 9♠,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♥ 6♥ 9♥,85,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♥ 6♥ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♥ 6♥ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♥ 6♦ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♥ 6♦ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♥ 6♦ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♥ 6♦ 9♣,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♥ 6♣ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♥ 6♣ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♥ 6♣ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♥ 6♣ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♠ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♠ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♠ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♠ 9♣,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♥ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♥ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♥ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♥ 9♣,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♦ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♦ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♦ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♦ 9♣,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♣ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♣ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♣ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♦ 6♣ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♠ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♠ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♠ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♠ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♥ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♥ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♥ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♥ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♦ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♦ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♦ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♦ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♣ 9♠,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♣ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♣ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♥ 3♣ 6♣ 9♣,85,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♠ 9♠,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♠ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♠ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♠ 9♣,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♥ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♥ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♥ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♥ 9♣,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♦ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♦ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♦ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♦ 9♣,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♣ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♣ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♣ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♠ 6♣ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♠ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♠ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♠ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♠ 9♣,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♥ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♥ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♥ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♥ 9♣,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♦ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♦ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♦ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♦ 9♣,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♣ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♣ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♣ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♥ 6♣ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♠ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♠ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♠ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♠ 9♣,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♥ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♥ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♥ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♥ 9♣,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♦ 9♠,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♦ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♦ 9♦,85,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♦ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♣ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♣ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♣ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♦ 6♣ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♠ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♠ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♠ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♠ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♥ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♥ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♥ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♥ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♦ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♦ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♦ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♦ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♣ 9♠,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♣ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♣ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♦ 3♣ 6♣ 9♣,85,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♠ 9♠,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♠ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♠ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♠ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♥ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♥ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♥ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♥ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♦ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♦ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♦ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♦ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♣ 9♠,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♣ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♣ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♠ 6♣ 9♣,85,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♠ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♠ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♠ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♠ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♥ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♥ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♥ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♥ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♦ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♦ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♦ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♦ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♣ 9♠,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♣ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♣ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♥ 6♣ 9♣,85,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♠ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♠ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♠ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♠ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♥ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♥ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♥ 9♦,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♥ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♦ 9♠,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♦ 9♥,80,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♦ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♦ 9♣,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♣ 9♠,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♣ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♣ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♦ 6♣ 9♣,85,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♠ 9♠,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♠ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♠ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♠ 9♣,85,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♥ 9♠,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♥ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♥ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♥ 9♣,85,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♦ 9♠,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♦ 9♥,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♦ 9♦,82,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♦ 9♣,85,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♣ 9♠,85,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♣ 9♥,85,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♣ 9♦,85,A-including low draws
A,A 2 3 6 9,A♣ 2♣ 3♣ 6♣ 9♣,85,A-including low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♠ 9♠,85,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♠ 9♥,85,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♠ 9♦,85,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♠ 9♣,85,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♥ 9♠,85,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♥ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♥ 9♦,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♥ 9♣,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♦ 9♠,85,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♦ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♦ 9♦,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♦ 9♣,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♣ 9♠,85,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♣ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♣ 9♦,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♠ 8♣ 9♣,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♠ 9♠,85,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♠ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♠ 9♦,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♠ 9♣,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♥ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♥ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♥ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♥ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♦ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♦ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♦ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♦ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♣ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♣ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♣ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♥ 8♣ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♠ 9♠,85,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♠ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♠ 9♦,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♠ 9♣,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♥ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♥ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♥ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♥ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♦ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♦ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♦ 9♦,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♦ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♣ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♣ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♣ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♦ 8♣ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♠ 9♠,85,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♠ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♠ 9♦,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♠ 9♣,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♥ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♥ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♥ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♥ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♦ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♦ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♦ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♦ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♣ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♣ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♣ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♠ 4♣ 8♣ 9♣,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♠ 9♠,85,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♠ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♠ 9♦,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♠ 9♣,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♥ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♥ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♥ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♥ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♦ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♦ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♦ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♦ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♣ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♣ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♣ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♠ 8♣ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♠ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♠ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♠ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♠ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♥ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♥ 9♥,85,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♥ 9♦,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♥ 9♣,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♦ 9♠,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♦ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♦ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♦ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♣ 9♠,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♣ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♣ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♥ 8♣ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♠ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♠ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♠ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♠ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♥ 9♠,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♥ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♥ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♥ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♦ 9♠,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♦ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♦ 9♦,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♦ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♣ 9♠,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♣ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♣ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♦ 8♣ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♠ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♠ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♠ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♠ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♥ 9♠,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♥ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♥ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♥ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♦ 9♠,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♦ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♦ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♦ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♣ 9♠,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♣ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♣ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♥ 4♣ 8♣ 9♣,82,A + low draws
A,A 3 4 8 9,A♠ 3♦ 4♠ 8♠ 9♠,85,A + low draws
A,A 3 4 8 9,A♠ 3♦ 4♠ 8♠ 9♥,82,A + low draws
A,A 3 4 8 9,A♠ 3♦ 4♠ 8♠ 9♦,82,A + low draws
A,A 3 4 8 9,A♠ 3♦ 4♠ 8♠ 9♣,82,A + low draws
A,A 3 4 8 9,A♠ 3♦ 4♠ 8♥ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♦ 4♠ 8♥ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♦ 4♠ 8♥ 9♦,80,A + low draws
A,A 3 4 8 9,A♠ 3♦ 4♠ 8♥ 9♣,80,A + low draws
A,A 3 4 8 9,A♠ 3♦ 4♠ 8♦ 9♠,82,A + low draws
A,A 3 4 8 9,A♠ 3♦ 4♠ 8♦ 9♥,80,A + low draws
A,A 3 4 8 9,A♠ 3♦ 4♠ 8♦ 9♦,82,A + low draws
A,A 3 4 8 9,A♠ 3♦ 4♠ 8♦ 9♣,80,A + low draws
